,critic_name,top_critic,critic_publication,review_icon,review_quote,review_link,date_published,season,language,pos_tag,wordnet_pos,review_quote_processed
27,Vicki Hyman,True,Newark Star-Ledger,fresh,"['better', 'call', 'saul', 'play', 'unfamiliar', 'breaking', 'bad', 'still', 'works', 'provided', 'content', 'gilligan', ""'s"", 'trademark', 'loopiness', 'show', ""'s"", 'leisurely', 'confident', 'pace']",http://www.nj.com/entertainment/tv/index.ssf/2015/02/better_call_saul_review_breaking_bad_bob_odenkirk.html#incart_river,"Feb 9, 2015",1,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('play', 'NN'), ('unfamiliar', 'JJ'), ('breaking', 'NN'), ('bad', 'JJ'), ('still', 'RB'), ('works', 'VBZ'), ('provided', 'VBN'), ('content', 'JJ'), ('gilligan', 'NN'), (""'s"", 'POS'), ('trademark', 'NN'), ('loopiness', 'NN'), ('show', 'NN'), (""'s"", 'POS'), ('leisurely', 'JJ'), ('confident', 'JJ'), ('pace', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('play', 'n'), ('unfamiliar', 'a'), ('breaking', 'n'), ('bad', 'a'), ('still', 'r'), ('works', 'v'), ('provided', 'v'), ('content', 'a'), ('gilligan', 'n'), (""'s"", 'n'), ('trademark', 'n'), ('loopiness', 'n'), ('show', 'n'), (""'s"", 'n'), ('leisurely', 'a'), ('confident', 'a'), ('pace', 'n')]",well call saul play unfamiliar breaking bad still work provide content gilligan 's trademark loopiness show 's leisurely confident pace
28,Drew Grant,True,Observer,fresh,"['would', 'give', 'solid', 'pilot-which', 'seems', 'like', 'completely', 'different', 'structure', 'breaking', 'bad', 'simultaneously', 'existing', 'exact', 'world-and', 'little', 'revelations', 'felt', 'deep-with-a-capital-d']",http://observer.com/2015/02/near-honor-students-all-better-call-saul-premieres-unnecessary-and-brilliant/,"Feb 9, 2015",1,en,"[('would', 'MD'), ('give', 'VB'), ('solid', 'JJ'), ('pilot-which', 'JJ'), ('seems', 'VBZ'), ('like', 'IN'), ('completely', 'RB'), ('different', 'JJ'), ('structure', 'NN'), ('breaking', 'VBG'), ('bad', 'JJ'), ('simultaneously', 'RB'), ('existing', 'VBG'), ('exact', 'JJ'), ('world-and', 'JJ'), ('little', 'JJ'), ('revelations', 'NNS'), ('felt', 'VBD'), ('deep-with-a-capital-d', 'JJ')]","[('would', 'n'), ('give', 'v'), ('solid', 'a'), ('pilot-which', 'a'), ('seems', 'v'), ('like', 'n'), ('completely', 'r'), ('different', 'a'), ('structure', 'n'), ('breaking', 'v'), ('bad', 'a'), ('simultaneously', 'r'), ('existing', 'v'), ('exact', 'a'), ('world-and', 'a'), ('little', 'a'), ('revelations', 'n'), ('felt', 'v'), ('deep-with-a-capital-d', 'a')]",would give solid pilot-which seem like completely different structure break bad simultaneously exist exact world-and little revelation felt deep-with-a-capital-d
29,Verne Gay,True,Newsday,fresh,"['saul', 'lighter', 'brighter', 'bad', '--', 'particularly', 'sunday', ""'s"", 'launch', '--', 'often', 'funny']",http://www.newsday.com/entertainment/tv/better-call-saul-review-a-good-bad-prequel-1.9908710,"Feb 9, 2015",1,en,"[('saul', 'NN'), ('lighter', 'NN'), ('brighter', 'NN'), ('bad', 'JJ'), ('--', ':'), ('particularly', 'RB'), ('sunday', 'NN'), (""'s"", 'POS'), ('launch', 'NN'), ('--', ':'), ('often', 'RB'), ('funny', 'JJ')]","[('saul', 'n'), ('lighter', 'n'), ('brighter', 'n'), ('bad', 'a'), ('--', 'n'), ('particularly', 'r'), ('sunday', 'n'), (""'s"", 'n'), ('launch', 'n'), ('--', 'n'), ('often', 'r'), ('funny', 'a')]",saul lighter brighter bad -- particularly sunday 's launch -- often funny
30,Rick Porter,False,Zap2it.com,fresh,"['better', 'call', 'saul', 'got', 'promising', 'start', 'premiere', 'showing', 'spinoff', 'plenty', 'capable', 'show', 'still', 'remaining', 'part', 'larger', 'world', 'created', 'breaking', 'bad']",http://www.zap2it.com/blogs/2_better_call_saul_premiere_moments_that_made_breaking_bad_fans_really_happy-2015-02,"Feb 9, 2015",1,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('got', 'VBD'), ('promising', 'JJ'), ('start', 'NN'), ('premiere', 'RB'), ('showing', 'VBG'), ('spinoff', 'NN'), ('plenty', 'NN'), ('capable', 'JJ'), ('show', 'NN'), ('still', 'RB'), ('remaining', 'VBG'), ('part', 'NN'), ('larger', 'JJR'), ('world', 'NN'), ('created', 'VBD'), ('breaking', 'VBG'), ('bad', 'JJ')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('got', 'v'), ('promising', 'a'), ('start', 'n'), ('premiere', 'r'), ('showing', 'v'), ('spinoff', 'n'), ('plenty', 'n'), ('capable', 'a'), ('show', 'n'), ('still', 'r'), ('remaining', 'v'), ('part', 'n'), ('larger', 'a'), ('world', 'n'), ('created', 'v'), ('breaking', 'v'), ('bad', 'a')]",well call saul get promising start premiere show spinoff plenty capable show still remain part large world create break bad
31,Chris Bumbray,False,JoBlo's Movie Network,fresh,"['incredibly', 'promising', 'start', 'one', 'rare', 'spin-offs', 'work', 'best', 'since', 'fraiser']",http://www.joblo.com/movie-news/tv-review-better-call-saul-season-1-episode-1-uno-199-02,"Feb 9, 2015",1,en,"[('incredibly', 'RB'), ('promising', 'VBG'), ('start', 'VB'), ('one', 'CD'), ('rare', 'JJ'), ('spin-offs', 'JJ'), ('work', 'NN'), ('best', 'JJS'), ('since', 'IN'), ('fraiser', 'NN')]","[('incredibly', 'r'), ('promising', 'v'), ('start', 'v'), ('one', 'n'), ('rare', 'a'), ('spin-offs', 'a'), ('work', 'n'), ('best', 'a'), ('since', 'n'), ('fraiser', 'n')]",incredibly promise start one rare spin-offs work best since fraiser
32,Spencer Kornhaber,True,The Atlantic,fresh,"['gilligan', 'co-creator', 'peter', 'gould', 'improbably', 'constructed', 'something', 'feels', 'like', 'continuation', 'predecessor', 'retread', 'telling', 'new', 'tale', 'old', 'show', ""'s"", 'trademark', 'meticulousness', 'gravity', 'humor', 'beauty']",http://www.theatlantic.com/entertainment/archive/2015/02/the-beauty-of-better-call-saul/385265/,"Feb 9, 2015",1,en,"[('gilligan', 'JJ'), ('co-creator', 'NN'), ('peter', 'NN'), ('gould', 'NN'), ('improbably', 'RB'), ('constructed', 'VBD'), ('something', 'NN'), ('feels', 'NNS'), ('like', 'IN'), ('continuation', 'NN'), ('predecessor', 'NN'), ('retread', 'NN'), ('telling', 'VBG'), ('new', 'JJ'), ('tale', 'NN'), ('old', 'JJ'), ('show', 'NN'), (""'s"", 'POS'), ('trademark', 'NN'), ('meticulousness', 'NN'), ('gravity', 'NN'), ('humor', 'NN'), ('beauty', 'NN')]","[('gilligan', 'a'), ('co-creator', 'n'), ('peter', 'n'), ('gould', 'n'), ('improbably', 'r'), ('constructed', 'v'), ('something', 'n'), ('feels', 'n'), ('like', 'n'), ('continuation', 'n'), ('predecessor', 'n'), ('retread', 'n'), ('telling', 'v'), ('new', 'a'), ('tale', 'n'), ('old', 'a'), ('show', 'n'), (""'s"", 'n'), ('trademark', 'n'), ('meticulousness', 'n'), ('gravity', 'n'), ('humor', 'n'), ('beauty', 'n')]",gilligan co-creator peter gould improbably construct something feel like continuation predecessor retread tell new tale old show 's trademark meticulousness gravity humor beauty
33,Eric Deggans,True,NPR,fresh,"['better', 'call', 'saul', 'quickly', 'shifts', 'six', 'years', 'breaking', 'bad', ""'s"", 'time', 'rare', 'achievement', 'great', 'new', 'series', 'born', 'one', 'best', 'dramas', 'recent', 'tv', 'history']",http://www.npr.org/2015/02/06/384053115/breaking-bad-spinoff-better-call-saul-soars,"Feb 9, 2015",1,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'JJ'), ('quickly', 'RB'), ('shifts', 'NNS'), ('six', 'CD'), ('years', 'NNS'), ('breaking', 'VBG'), ('bad', 'JJ'), (""'s"", 'POS'), ('time', 'NN'), ('rare', 'JJ'), ('achievement', 'NN'), ('great', 'JJ'), ('new', 'JJ'), ('series', 'NN'), ('born', 'VBN'), ('one', 'CD'), ('best', 'JJS'), ('dramas', 'NN'), ('recent', 'JJ'), ('tv', 'NN'), ('history', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'a'), ('quickly', 'r'), ('shifts', 'n'), ('six', 'n'), ('years', 'n'), ('breaking', 'v'), ('bad', 'a'), (""'s"", 'n'), ('time', 'n'), ('rare', 'a'), ('achievement', 'n'), ('great', 'a'), ('new', 'a'), ('series', 'n'), ('born', 'v'), ('one', 'n'), ('best', 'a'), ('dramas', 'n'), ('recent', 'a'), ('tv', 'n'), ('history', 'n')]",well call saul quickly shift six year break bad 's time rare achievement great new series bear one best drama recent tv history
34,Kristi Turnquist,False,Oregonian,fresh,"['talent', 'involved', 'hopeful', 'better', 'call', 'saul', 'prove', 'worth', 'watching', 'reasons', 'go', 'beyond', 'breaking', 'bad', 'nostalgia']",http://www.oregonlive.com/movies/2015/02/better_call_saul_new_breaking.html#incart_river,"Feb 9, 2015",1,en,"[('talent', 'NN'), ('involved', 'VBN'), ('hopeful', 'JJ'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('prove', 'NN'), ('worth', 'IN'), ('watching', 'VBG'), ('reasons', 'NNS'), ('go', 'VBP'), ('beyond', 'IN'), ('breaking', 'VBG'), ('bad', 'JJ'), ('nostalgia', 'NN')]","[('talent', 'n'), ('involved', 'v'), ('hopeful', 'a'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('prove', 'n'), ('worth', 'n'), ('watching', 'v'), ('reasons', 'n'), ('go', 'v'), ('beyond', 'n'), ('breaking', 'v'), ('bad', 'a'), ('nostalgia', 'n')]",talent involve hopeful well call saul prove worth watch reason go beyond break bad nostalgia
35,Mary McNamara,True,Los Angeles Times,fresh,"['prove', 'series', 'satisfy', 'fans', 'network', 'marketing', 'department', 'still', 'good']",http://www.latimes.com/entertainment/tv/la-et-st-better-call-saul-review-20150207-column.html,"Feb 9, 2015",1,en,"[('prove', 'VB'), ('series', 'NN'), ('satisfy', 'NN'), ('fans', 'NNS'), ('network', 'NN'), ('marketing', 'NN'), ('department', 'NN'), ('still', 'RB'), ('good', 'JJ')]","[('prove', 'v'), ('series', 'n'), ('satisfy', 'n'), ('fans', 'n'), ('network', 'n'), ('marketing', 'n'), ('department', 'n'), ('still', 'r'), ('good', 'a')]",prove series satisfy fan network marketing department still good
36,Robert Bianco,True,USA Today,fresh,"['writing', 'sudden', 'shifts', 'drama', 'comedy', 'sympathetic', 'view', 'bumbling', 'characters', 'stellar']",http://www.usatoday.com/story/life/tv/2015/02/05/better-call-saul-review/22921741/,"Feb 9, 2015",1,en,"[('writing', 'VBG'), ('sudden', 'JJ'), ('shifts', 'NNS'), ('drama', 'NN'), ('comedy', 'NN'), ('sympathetic', 'JJ'), ('view', 'NN'), ('bumbling', 'VBG'), ('characters', 'NNS'), ('stellar', 'JJ')]","[('writing', 'v'), ('sudden', 'a'), ('shifts', 'n'), ('drama', 'n'), ('comedy', 'n'), ('sympathetic', 'a'), ('view', 'n'), ('bumbling', 'v'), ('characters', 'n'), ('stellar', 'a')]",write sudden shift drama comedy sympathetic view bumble character stellar
37,Rob Sheffield,True,Rolling Stone,fresh,"['episodes', 'clear', 'saul', 'goodman', 'compelling', 'enough', 'slimeball', 'carry', 'backstory']",http://www.rollingstone.com/tv/features/better-call-saul-the-rise-of-a-sleazebag-20150206,"Feb 9, 2015",1,en,"[('episodes', 'NNS'), ('clear', 'JJ'), ('saul', 'JJ'), ('goodman', 'NN'), ('compelling', 'VBG'), ('enough', 'JJ'), ('slimeball', 'NN'), ('carry', 'VBP'), ('backstory', 'NN')]","[('episodes', 'n'), ('clear', 'a'), ('saul', 'a'), ('goodman', 'n'), ('compelling', 'v'), ('enough', 'a'), ('slimeball', 'n'), ('carry', 'v'), ('backstory', 'n')]",episode clear saul goodman compel enough slimeball carry backstory
38,Gail Pennington,True,St. Louis Post-Dispatch,fresh,"['far', 'ok', 'terrific']",http://www.stltoday.com/entertainment/television/gail-pennington/never-fear-better-call-saul-doesn-t-disappoint/article_c984cbd4-d154-5836-8930-a638026c5ec8.html,"Feb 9, 2015",1,en,"[('far', 'RB'), ('ok', 'JJ'), ('terrific', 'NN')]","[('far', 'r'), ('ok', 'a'), ('terrific', 'n')]",far ok terrific
39,Erik Adams,True,AV Club,fresh,"['show', 'dialogue', 'predecessor', 'dialogue', 'exists', 'bridge', 'better', 'call', 'saul', 'breaking', 'bad', 'doorway', 'cheap', 'fan', 'service']",http://www.avclub.com/review/when-better-call-saul-escapes-breaking-bads-shadow-214637,"Feb 9, 2015",1,en,"[('show', 'NN'), ('dialogue', 'NN'), ('predecessor', 'NN'), ('dialogue', 'NN'), ('exists', 'VBZ'), ('bridge', 'VBP'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('breaking', 'VBG'), ('bad', 'JJ'), ('doorway', 'NN'), ('cheap', 'JJ'), ('fan', 'NN'), ('service', 'NN')]","[('show', 'n'), ('dialogue', 'n'), ('predecessor', 'n'), ('dialogue', 'n'), ('exists', 'v'), ('bridge', 'v'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('breaking', 'v'), ('bad', 'a'), ('doorway', 'n'), ('cheap', 'a'), ('fan', 'n'), ('service', 'n')]",show dialogue predecessor dialogue exist bridge well call saul break bad doorway cheap fan service
40,Zach Hollwedel,False,Under the Radar,fresh,"['even', 'without', 'walter', 'white', 'jesse', 'pinkman', 'saul', 'makes', 'darn', 'good', 'television']",http://www.undertheradarmag.com/reviews/better_call_saul/,"Feb 9, 2015",1,en,"[('even', 'RB'), ('without', 'IN'), ('walter', 'JJR'), ('white', 'JJ'), ('jesse', 'NN'), ('pinkman', 'NN'), ('saul', 'NN'), ('makes', 'VBZ'), ('darn', 'RB'), ('good', 'JJ'), ('television', 'NN')]","[('even', 'r'), ('without', 'n'), ('walter', 'a'), ('white', 'a'), ('jesse', 'n'), ('pinkman', 'n'), ('saul', 'n'), ('makes', 'v'), ('darn', 'r'), ('good', 'a'), ('television', 'n')]",even without walter white jesse pinkman saul make darn good television
41,Ed Bark,True,Uncle Barky,fresh,"['better', 'call', 'saul', 'looks', 'much', 'though', 'stand', 'even', 'occasional', 'drop-ins', 'prominent', 'breaking', 'bad', 'characters', 'mike', 'ehrmantraut']",http://www.unclebarky.com/reviews_files/32a6c2852ec6bac98b20562d5aeb8e04-1905.html,"Feb 9, 2015",1,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'VB'), ('looks', 'VBZ'), ('much', 'RB'), ('though', 'IN'), ('stand', 'VB'), ('even', 'JJ'), ('occasional', 'JJ'), ('drop-ins', 'NNS'), ('prominent', 'JJ'), ('breaking', 'VBG'), ('bad', 'JJ'), ('characters', 'NNS'), ('mike', 'VBP'), ('ehrmantraut', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'v'), ('looks', 'v'), ('much', 'r'), ('though', 'n'), ('stand', 'v'), ('even', 'a'), ('occasional', 'a'), ('drop-ins', 'n'), ('prominent', 'a'), ('breaking', 'v'), ('bad', 'a'), ('characters', 'n'), ('mike', 'v'), ('ehrmantraut', 'n')]",well call saul look much though stand even occasional drop-ins prominent break bad character mike ehrmantraut
42,Miranda Wicker,False,TV Fanatic,fresh,"['going', 'great', 'better', 'call', 'saul', 'untapped', 'opportunity', 'storytelling', 'creators', 'gilligan', 'gould', 'already', 'episode', 'seen', 'callbacks', 'saul', 'know', 'breaking', 'bad']",http://www.tvfanatic.com/2015/02/better-call-saul-season-1-episode-1-review-meet-jimmy-mcgill/,"Feb 9, 2015",1,en,"[('going', 'VBG'), ('great', 'JJ'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('untapped', 'JJ'), ('opportunity', 'NN'), ('storytelling', 'VBG'), ('creators', 'NNS'), ('gilligan', 'JJ'), ('gould', 'JJ'), ('already', 'RB'), ('episode', 'VBP'), ('seen', 'VBN'), ('callbacks', 'NNS'), ('saul', 'VBP'), ('know', 'VB'), ('breaking', 'VBG'), ('bad', 'JJ')]","[('going', 'v'), ('great', 'a'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('untapped', 'a'), ('opportunity', 'n'), ('storytelling', 'v'), ('creators', 'n'), ('gilligan', 'a'), ('gould', 'a'), ('already', 'r'), ('episode', 'v'), ('seen', 'v'), ('callbacks', 'n'), ('saul', 'v'), ('know', 'v'), ('breaking', 'v'), ('bad', 'a')]",go great well call saul untapped opportunity storytelling creator gilligan gould already episode see callback saul know break bad
43,Esther Breger,True,The New Republic,fresh,"['luckily', 'gilligan', 'gould', 'made', 'better', 'call', 'saul', 'something', 'interesting', 'familiar', 'mordantly', 'comic', 'origin', 'story', 'showing', 'us', 'small-time', 'lawyer', 'becomes', 'man', 'face', 'bus', 'stop']",http://www.newrepublic.com/article/120995/better-call-saul-review-breaking-bad-spinoff-stands-its-own,"Feb 9, 2015",1,en,"[('luckily', 'RB'), ('gilligan', 'NN'), ('gould', 'NN'), ('made', 'VBD'), ('better', 'RBR'), ('call', 'VB'), ('saul', 'JJ'), ('something', 'NN'), ('interesting', 'VBG'), ('familiar', 'JJ'), ('mordantly', 'RB'), ('comic', 'JJ'), ('origin', 'NN'), ('story', 'NN'), ('showing', 'VBG'), ('us', 'PRP'), ('small-time', 'JJ'), ('lawyer', 'NN'), ('becomes', 'VBZ'), ('man', 'NN'), ('face', 'NN'), ('bus', 'NN'), ('stop', 'VB')]","[('luckily', 'r'), ('gilligan', 'n'), ('gould', 'n'), ('made', 'v'), ('better', 'r'), ('call', 'v'), ('saul', 'a'), ('something', 'n'), ('interesting', 'v'), ('familiar', 'a'), ('mordantly', 'r'), ('comic', 'a'), ('origin', 'n'), ('story', 'n'), ('showing', 'v'), ('us', 'n'), ('small-time', 'a'), ('lawyer', 'n'), ('becomes', 'v'), ('man', 'n'), ('face', 'n'), ('bus', 'n'), ('stop', 'v')]",luckily gilligan gould make well call saul something interest familiar mordantly comic origin story show u small-time lawyer become man face bus stop
44,Rob Owen,False,Pittsburgh Post-Gazette,fresh,"['saul', 'failure', 'instead', 'saul', 'feels', 'like', 'series', 'many', 'hallmarks', 'classic', 'breaking', 'bad', 'episodes', 'set', 'familiar', 'bad', 'universe', 'emphasizing', 'similar', 'vibe', 'mixes', 'personal', 'drama', 'dark', 'comedy']",http://www.post-gazette.com/ae/tv-radio/2015/02/06/Breaking-Bad/stories/201502060014,"Feb 6, 2015",1,en,"[('saul', 'JJ'), ('failure', 'NN'), ('instead', 'RB'), ('saul', 'JJ'), ('feels', 'NNS'), ('like', 'IN'), ('series', 'NN'), ('many', 'JJ'), ('hallmarks', 'NNS'), ('classic', 'JJ'), ('breaking', 'VBG'), ('bad', 'JJ'), ('episodes', 'NNS'), ('set', 'VBD'), ('familiar', 'JJ'), ('bad', 'JJ'), ('universe', 'NN'), ('emphasizing', 'VBG'), ('similar', 'JJ'), ('vibe', 'NN'), ('mixes', 'NNS'), ('personal', 'JJ'), ('drama', 'NN'), ('dark', 'NN'), ('comedy', 'NN')]","[('saul', 'a'), ('failure', 'n'), ('instead', 'r'), ('saul', 'a'), ('feels', 'n'), ('like', 'n'), ('series', 'n'), ('many', 'a'), ('hallmarks', 'n'), ('classic', 'a'), ('breaking', 'v'), ('bad', 'a'), ('episodes', 'n'), ('set', 'v'), ('familiar', 'a'), ('bad', 'a'), ('universe', 'n'), ('emphasizing', 'v'), ('similar', 'a'), ('vibe', 'n'), ('mixes', 'n'), ('personal', 'a'), ('drama', 'n'), ('dark', 'n'), ('comedy', 'n')]",saul failure instead saul feel like series many hallmark classic break bad episode set familiar bad universe emphasize similar vibe mix personal drama dark comedy
45,Ellen Gray,False,Philadelphia Daily News,fresh,"['saul', 'funny', 'yes', 'way', 'breaking', 'bad', 'could', 'funny', 'still', 'odenkirk', 'whose', 'face', 'alone', 'worth', 'comedy', 'master', 'class', 'pathos', 'would', 'expected']",http://www.philly.com/philly/columnists/ellen_gray/20150206_It_s__Saul__right_after_all.html,"Feb 6, 2015",1,en,"[('saul', 'JJ'), ('funny', 'JJ'), ('yes', 'NNS'), ('way', 'NN'), ('breaking', 'VBG'), ('bad', 'JJ'), ('could', 'MD'), ('funny', 'VB'), ('still', 'RB'), ('odenkirk', 'PRP'), ('whose', 'WP$'), ('face', 'NN'), ('alone', 'RB'), ('worth', 'JJ'), ('comedy', 'NN'), ('master', 'NN'), ('class', 'NN'), ('pathos', 'NN'), ('would', 'MD'), ('expected', 'VB')]","[('saul', 'a'), ('funny', 'a'), ('yes', 'n'), ('way', 'n'), ('breaking', 'v'), ('bad', 'a'), ('could', 'n'), ('funny', 'v'), ('still', 'r'), ('odenkirk', 'n'), ('whose', 'n'), ('face', 'n'), ('alone', 'r'), ('worth', 'a'), ('comedy', 'n'), ('master', 'n'), ('class', 'n'), ('pathos', 'n'), ('would', 'n'), ('expected', 'v')]",saul funny yes way break bad could funny still odenkirk whose face alone worth comedy master class pathos would expect
46,Michael Starr,True,New York Post,fresh,"['sunday', ""'s"", 'premiere', 'episode', 'moves', 'along', 'brisk', 'clip', 'moody', 'cinematography', 'somehow', 'makes', 'bright', 'new', 'mexico', 'sunlight', 'seem', 'like', 'stormy', 'foreboding', '--', 'lifted', 'odenkirk', ""'s"", 'confident', 'performance', 'jimmy', ""'s"", 'snappy', 'dialogue']",http://nypost.com/2015/02/05/better-call-saul-hits-the-right-notes/,"Feb 6, 2015",1,en,"[('sunday', 'NN'), (""'s"", 'POS'), ('premiere', 'JJ'), ('episode', 'NN'), ('moves', 'NNS'), ('along', 'IN'), ('brisk', 'JJ'), ('clip', 'NN'), ('moody', 'NN'), ('cinematography', 'NN'), ('somehow', 'NN'), ('makes', 'VBZ'), ('bright', 'JJ'), ('new', 'JJ'), ('mexico', 'NN'), ('sunlight', 'VBD'), ('seem', 'VBP'), ('like', 'IN'), ('stormy', 'NN'), ('foreboding', 'NN'), ('--', ':'), ('lifted', 'VBD'), ('odenkirk', 'NN'), (""'s"", 'POS'), ('confident', 'JJ'), ('performance', 'NN'), ('jimmy', 'NN'), (""'s"", 'POS'), ('snappy', 'JJ'), ('dialogue', 'NN')]","[('sunday', 'n'), (""'s"", 'n'), ('premiere', 'a'), ('episode', 'n'), ('moves', 'n'), ('along', 'n'), ('brisk', 'a'), ('clip', 'n'), ('moody', 'n'), ('cinematography', 'n'), ('somehow', 'n'), ('makes', 'v'), ('bright', 'a'), ('new', 'a'), ('mexico', 'n'), ('sunlight', 'v'), ('seem', 'v'), ('like', 'n'), ('stormy', 'n'), ('foreboding', 'n'), ('--', 'n'), ('lifted', 'v'), ('odenkirk', 'n'), (""'s"", 'n'), ('confident', 'a'), ('performance', 'n'), ('jimmy', 'n'), (""'s"", 'n'), ('snappy', 'a'), ('dialogue', 'n')]",sunday 's premiere episode move along brisk clip moody cinematography somehow make bright new mexico sunlight seem like stormy foreboding -- lift odenkirk 's confident performance jimmy 's snappy dialogue
